,»óÇ°±º,»óÇ°±º2,»ý¼ºÀÏÀÚ,´ëÇ¥»óÇ°ÄÚµå,»óÇ°¸í,»óÇ°ÄÚµå,ÀÌÀü»óÇ°ÄÚµå,º¯°æ»óÇ°ÄÚµå,½Ç¸°´õ NO,À¯»ç ½Ç¸°´õ¹øÈ£,ÃÖÁ¾»ý»êÁö,ÃÖÁ¾»ý»êÁö¸í,Lab No,B/P Type,B/P¹«°Ô,¿øÁÖ,ÆÞ,C/L,Gloss,Surface,Anti-Tape,1Â÷»ý»êÁö,1Â÷»ý»êÁö¸í,ºñ°í,Spec-Out,Spec-OutÀÏÀÚ,±¸ºÐ
3367,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230523,,Lamella,14-50085-001,,,50085,,IMP0001,SE,214070/11,,,,,,,,,, ,,,,·±´×
3368,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230523,,Lamella,14-50085-002,,,50085,,IMP0001,SE,214076/11,,,,,,,,,, ,,,,·±´×
3369,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230523,,Lamella,14-50085-003,,,50085,,IMP0001,SE,217477,,,,,,,,,, ,,,,·±´×
3370,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230523,,Lamella,14-50085-004,,,50085,,IMP0001,SE,214724/11,,,,,,,,,, ,,,,·±´×
3371,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230523,,Rigoletto,14-54001-006,,,54001,,IMP0001,SE,216154/11,,,,,,,,,, ,,,,·±´×
3372,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230523,,Rigoletto,14-54001-007,,,54001,,IMP0001,SE,216156/11,,,,,,,,,, ,,,,·±´×
3373,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230523,,Rigoletto,14-54001-008,,,54001,,IMP0001,SE,216157/11,,,,,,,,,, ,,,,·±´×
3374,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230523,,Rigoletto,14-54001-009,,,54001,,IMP0001,SE,216172/11,,,,,,,,,, ,,,,·±´×
3375,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230523,,Sydney,14-54225-003,,,54225,,IMP0001,SE,217395,,,,,,,,,, ,,,,·±´×
3376,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230523,,Cascade,14-57161-006,,,57161,,IMP0001,SE,209771/11,,,,,,,,,, ,,,,·±´×
3377,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230523,,Cascade,14-57161-007,,,57161,,IMP0001,SE,209816/11,,,,,,,,,, ,,,,·±´×
3378,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230523,,Wave,30070-L217871,,,30070,,IMP0001,SE,217871,,,,,,,,,, ,,,,·±´×
3379,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230516,,Callisto,30093-L217911,,,30093,,IMP0001,SE,217911,,,,,,,,,, ,,,,·±´×
3380,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230510,,Life Oak II,14-10946-123,,,10946,,IMP0004,SH,L217292/11,,70,,,,,,,, ,,,,·±´×
3381,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230502,,Kings Oak,10477-L203175,,,10477,,IMP0003,SRL,203175,,,,,,,,,, ,,,,·±´×
3382,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230502,,Kings Oak,10477-L203177,,,10477,,IMP0003,SRL,203177,,,,,,,,,, ,,,,·±´×
3383,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230502,,Palm Beach Ash,11049-L217887/10,,,11049,,IMP0001,SE,217887/10,,,,,,,,,, ,L217298/10->217887/10À¸·Î º¯°æ,,,·±´×
3384,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230502,,Atacama Ash,11098-L212779,,,11098,,IMP0003,SRL,212779,,,,,,,,,, ,,,,·±´×
3385,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230502,,Betulla Paradiso,14-05052-108,,,05052,,IMP0003,SRL,#787455,,,,,,,,,, ,,,,·±´×
3386,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230502,,Harmony Oak LHD,14-10454-002,,,10454,,IMP0001,SE,183264,,,,,,,,,, ,,,,·±´×
3387,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230502,,Harmony Oak LHD,14-10454-003,,,10454,,IMP0001,SE,183262,,,,,,,,,, ,,,,·±´×
3388,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230502,,Harmony Oak LHD,14-10454-004,,,10454,,IMP0001,SE,183265,,,,,,,,,, ,,,,·±´×
3389,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230502,,Gentle Ash,14-11030-100,,,11030,,IMP0003,SRL,#274961,,,,,,,,,, ,,,,·±´×
3390,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230502,,Canyon Cottage Maple,14-16096-001,,,16096,,IMP0001,SE,191357/11,,,,,,,,,, ,,,,·±´×
3391,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230502,,Canyon Cottage Maple,14-16096-002,,,16096,,IMP0001,SE,191235/11,,,,,,,,,, ,,,,·±´×
3392,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230502,,Canyon Cottage Maple,14-16096-003,,,16096,,IMP0001,SE,191233/11,,,,,,,,,, ,,,,·±´×
3393,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230502,,Canyon Cottage Maple,14-16096-004,,,16096,,IMP0001,SE,191752/11,,,,,,,,,, ,,,,·±´×
3394,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230502,,Noce Serino,20133-L203171,,,20133,,IMP0003,SRL,203171,,,,,,,,,, ,,,,·±´×
3395,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230502,,Noce Serino,20133-L203172,,,20133,,IMP0003,SRL,203172,,,,,,,,,, ,,,,·±´×
3396,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230502,,Noce Ruicone,20692-L196796,,,20692,,IMP0003,SRL,196796,,,,,,,,,, ,,,,·±´×
3397,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230502,,Noce Rubicone,20692-L198704,,,20692,,IMP0003,SRL,198704,,,,,,,,,, ,,,,·±´×
3398,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230502,,Centorighe,50092-L214408,,,50092,,IMP0003,SRL,214408,,,,,,,,,, ,,,,·±´×
3399,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230502,,Torre Del Greco,54176-L213514,,,54176,,IMP0003,SRL,213514,,,,,,,,,, ,,,,·±´×
3400,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230502,,Luna,54223-L215236,,,54223,,IMP0003,SRL,215236,,,,,,,,,, ,,,,·±´×
3401,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230502,,Kalmos N.,57075-L213005,,,57075,,IMP0003,SRL,213005,,,,,,,,,, ,,,,·±´×
3402,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230425,,Mont Blanc Chestnut,14-12126-001,,,12126,,IMP0001,SE,216393,,,,,,,,,, ,,,,·±´×
3403,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230425,,Milano,14-20000-001,,,20000,,IMP0001,SE,216683/11,,,,,,,,,, ,,,,·±´×
3404,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230425,,Girona Walnut,14-20004-001,,,20004,,IMP0001,SE,217158,,,,,,,,,, ,,,,·±´×
3405,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230425,,Rigoletto,14-54001-005,,,54001,,IMP0001,SE,216115/11,,,,,,,,,, ,,,,·±´×
3406,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230425,,Biscaya,14-54233-001,,,54233,,IMP0001,SE,216809/11,,,,,,,,,, ,,,,·±´×
3407,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230425,,Taj Mahal,14-54234-001,,,54234,,IMP0001,SE,216948,,,,,,,,,, ,,,,·±´×
3408,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230425,,Vesuv,54078-L217297/11,,,54078,,IMP0001,SE,217297/11,,,,,,,,,, ,,,,·±´×
3409,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230425,,Solino,54098-L217293/11,,,54098,,IMP0001,SE,217293/11,,,,,,,,,, ,Ç³»ê¸¶·ç1,,,·±´×
3410,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230425,,Solino,54098-L217294/11,,,54098,,IMP0001,SE,217294/11,,,,,,,,,, ,Ç³»ê¸¶·ç,,,·±´×
3411,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230425,,Solino,54098-L217295/11,,,54098,,IMP0001,SE,217295/11,,,,,,,,,, ,Ç³»ê¸¶·ç,,,·±´×
3412,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230425,,Solino,54098-L217680,,,54098,,IMP0001,SE,217680,,,,,,,,,, ,µ¿È­ Å¸°Ù 40 Á¶»ö,,,·±´×
3413,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230425,,Solino,54098-L217681,,,54098,,IMP0001,SE,217681,,,,,,,,,, ,µ¿È­ Á¶»ö Å¸°Ù 41,,,·±´×
3414,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230410,,Life Oak,10044-L217292/11,,,10044,,IMP0001,SE,217292/11,,,,,,,,,, ,,,,·±´×
3415,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230410,,Canyon Arona Oak,14-10125-005,,,10125,,IMP0001,SE,207090/11,,,,,,,,,, ,,,,·±´×
3416,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230410,,Cheyenne Oak,14-10131-003,,,10131,,IMP0001,SE,116919,,,,,,,,,, ,,,,·±´×
3417,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230410,,Cheyenne Oak,14-10131-004,,,10131,,IMP0001,SE,119647,,,,,,,,,, ,,,,·±´×
3418,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230410,,Cheyenne Oak,14-10131-005,,,10131,,IMP0001,SE,127459,,,,,,,,,, ,,,,·±´×
3419,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230410,,Oceanside,54205-L217296/11,,,54205,,IMP0001,SE,217296/11,,,,,,,,,, ,,,,·±´×
3420,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230407,,Salome,14-54041-001,,,54041,,IMP0001,SE,,,,,,,,,,, ,,,,·±´×
3421,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230407,,Salmoe,14-54041-006,,,54041,,IMP0001,SE,,,,,,,,,,, ,,,,·±´×
3422,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230407,,Opera Fantastico,14-54057-001,,,54057,,IMP0001,SE,,,,,,,,,,, ,,,,·±´×
3423,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230407,,Opera Fantastico,14-54057-002,,,54057,,IMP0001,SE,,,,,,,,,,, ,,,,·±´×
3424,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230407,,Pindos,14-54062-001,,,54062,,IMP0001,SE,,,,,,,,,,, ,,,,·±´×
3425,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230407,,Mandu Slate,14-54066-003,,,54066,,IMP0001,SE,,,,,,,,,,, ,,,,·±´×
3426,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230407,,Azul Aran,14-54113-003,,,54113,,IMP0001,SE,,,,,,,,,,, ,,,,·±´×
3427,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230322,,Charlestone Pine,02033-L216655,,,02033,,IMP0001,SE,216655,,,,,,,,,, ,,,,·±´×
3428,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230322,,Mont Blanc Kastaine,12126-L216392,,,12126,,IMP0001,SE,216392,,,,,,,,,, ,,,,·±´×
3429,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230322,,Mont Blanc Kastaine,12126-L216397,,,12126,,IMP0001,SE,216397,,,,,,,,,, ,,,,·±´×
3430,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230322,,Canyon Spring Oak,14-10181-001,,,10181,,IMP0001,SE,156376/11,,,,,,,,,, ,,,,·±´×
3431,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230322,,Canyon Cape Town,14-11087-002,,,11087,,IMP0001,SE,214112/12,,,,,,,,,, ,,,,·±´×
3432,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230322,,Canyon Cape Town,14-11087-003,,,11087,,IMP0001,SE,214113/11,,,,,,,,,, ,,,,·±´×
3433,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230322,,Canyon Cape Town,14-11087-004,,,11087,,IMP0001,SE,2137581/11,,,,,,,,,, ,,,,·±´×
3434,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230322,,Salvador Oak,14-18020-005,,,18020,,IMP0001,SE,216108,,,,,,,,,, ,,,,·±´×
3435,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230322,,Toledo Eiche,14-18031-001,,,18031,,IMP0001,SE,213814/11,,,,,,,,,, ,,,,·±´×
3436,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230322,,Toledo Eiche,14-18031-002,,,18031,,IMP0001,SE,213811/11,,,,,,,,,, ,,,,·±´×
3437,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230322,,Toledo Eiche,14-18031-003,,,18031,,IMP0001,SE,213815/11,,,,,,,,,, ,,,,·±´×
3438,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230322,,Toledo Eiche,14-18031-004,,,18031,,IMP0001,SE,213817/11,,,,,,,,,, ,,,,·±´×
3439,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230322,,Baltimore Walnut,14-20121-001,,,20121,,IMP0001,SE,120353/16,,,,,,,,,, ,,,,·±´×
3440,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230322,,Baltimore Walnut,14-20121-002,,,20121,,IMP0001,SE,120402,,,,,,,,,, ,,,,·±´×
3441,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230322,,Baltimore Walnut,14-20121-003,,,20121,,IMP0001,SE,120440,,,,,,,,,, ,,,,·±´×
3442,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230322,,Baltimore Walnut,14-20121-004,,,20121,,IMP0001,SE,120321,,,,,,,,,, ,,,,·±´×
3443,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230322,,Canyon Long Beach Oak,18029-L216054,,,18029,,IMP0001,SE,216054,,,,,,,,,, ,,,,·±´×
3444,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230322,,Canyon Long Beach Oak,18029-L216055,,,18029,,IMP0001,SE,216055,,,,,,,,,, ,,,,·±´×
3445,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230322,,Canyon Long Beach Oak,18029-L216056,,,18029,,IMP0001,SE,216056,,,,,,,,,, ,,,,·±´×
3446,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230322,,Canyon Long Beach Oak,18029-L216482,,,18029,,IMP0001,SE,216482,,,,,,,,,, ,,,,·±´×
3447,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230322,,Girona Walnut,20004-L216577,,,20004,,IMP0001,SE,216577,,,,,,,,,, ,,,,·±´×
3448,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230322,,Girona Walnut,20004-L216578,,,20004,,IMP0001,SE,216578,,,,,,,,,, ,,,,·±´×
3449,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230322,,Girona Walnut,20004-L216590,,,20004,,IMP0001,SE,216590,,,,,,,,,, ,,,,·±´×
3450,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230322,,Girona Walnut,20004-L216591,,,20004,,IMP0001,SE,216591,,,,,,,,,, ,,,,·±´×
3451,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230322,,Girona Walnut,20004-L216609,,,20004,,IMP0001,SE,216609,,,,,,,,,, ,,,,·±´×
3452,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230322,,Girona Walnut,20004-L216673,,,20004,,IMP0001,SE,216673,,,,,,,,,, ,,,,·±´×
3453,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230321,,Vesuv,14-54378-106,,,54378,,IMP0004,SH,215535/10,,70,,,,,,,, ,,,,·±´×
3454,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230317,,Canyon Black Oak,14-10072-001,,,10072,,IMP0001,SE,122309/12,,,,,,,,,, ,,,,·±´×
3455,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230317,,Canyon Black Oak,14-10072-003,,,10072,,IMP0001,SE,,,,,,,,,,, ,,,,·±´×
3456,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230317,,Canyon Black Oak,14-10072-004,,,10072,,IMP0001,SE,116556/11,,,,,,,,,, ,,,,·±´×
3457,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230303,,Royal Planked Natural Oak,14-10019-131,,,10019,,IMP0004,SH,L212530/11,,70,,,,,,,, ,,,,·±´×
3458,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230303,,Life Oak II,14-10946-119,,,10946,,IMP0004,SH,L215538/10,,70,,,,,,,, ,,,,·±´×
3459,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230303,,Life Oak II,14-10946-120,,,10946,,IMP0004,SH,L215539/10,,70,,,,,,,, ,,,,·±´×
3460,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230303,,Palm Beach Ash,14-11049-136,,,11049,,IMP0004,SH,L215536/10,,70,,,,,,,, ,,,,·±´×
3461,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230303,,Valongo,14-54031-122,,,54031,,IMP0004,SH,215537/10,,70,,,,,,,, ,,,,·±´×
3462,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230303,,Uptown,14-54338-101,,,54338,,IMP0004,SH,L215540/10,,70,,,,,,,, ,,,,·±´×
3463,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230227,,Aratea,14-54051-005,,,54051,,IMP0001,SE,132386/11,,,,,,,,,, ,,,,·±´×
3464,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230227,,Aratea,14-54051-006,,,54051,,IMP0001,SE,132320,,,,,,,,,, ,,,,·±´×
3465,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230227,,Paris,14-57142-122,14-57142-119,,57142,,IMP0004,SH,,,,,,,,,,, ,14-57142-119 ·Î°í À¯¹« Â÷ÀÌ,,,·±´×
3466,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230221,,lowa,14-54231-100,,,54231,,IMP0004,SH,,,,,,,,,,, ,,,,»ùÇÃ
3467,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230221,,Varanger Oak CN,18341-L215964,,,18341,,IMP0004,SH,L215964,,,,,,,,,, ,,,,»ùÇÃ
3468,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230221,,Varanger Oak CN,18341-L215971,,,18341,,IMP0004,SH,L215971,,,,,,,,,, ,,,,»ùÇÃ
3469,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230221,,Varanger Oak CN,18341-L216004,,,18341,,IMP0004,SH,L216004,,,,,,,,,, ,,,,»ùÇÃ
3470,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230221,,Noce Athena,20034-L216436,,,20034,,IMP0001,SE,216436,,,,,,,,,, ,"Çö´ë°Ç¼³, 3rd trial, µ¿ÆÇ¼öÁ¤ ÈÄ 1st",,,·±´×
3471,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230215,,Morava Acacia CN,14-12319-002,14-12080-002,,12319,12080,IMP0004,SH,,,70,,,,,,,, ,SE 12080-002 -> SH 12319-002·Î º¯°æ,,,·±´×
3472,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230206,,Canyon Croft Oak,14-10293-002,,,10293,,IMP0001,SE,149927/11,,,,,,,,,, ,,,,·±´×
3473,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230206,,Canyon Croft Oak,14-10293-003,,,10293,,IMP0001,SE,149901/11,,,,,,,,,, ,,,,·±´×
3474,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230206,,Canyon Croft Oak,14-10293-005,,,10293,,IMP0001,SE,155652,,,,,,,,,, ,,,,·±´×
3475,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230206,,Beaufort Oak CN,14-10339-001,14-10239-001,,10339,10239,IMP0004,SH,,,70,,,,,,,, ,(AG)14-10239-001 -> SH·Î º¯°æ,,,·±´×
3476,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230206,,Canyon Padua Chestnut,14-12119-001,,,12119,,IMP0001,SE,213864,,,,,,,,,, ,,,,·±´×
3477,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230206,,Canyon Padua Chestnut,14-12119-002,,,12119,,IMP0001,SE,213865,,,,,,,,,, ,,,,·±´×
3478,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230206,,Canyon Padua Chestnut,14-12119-003,,,12119,,IMP0001,SE,213866,,,,,,,,,, ,,,,·±´×
3479,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230206,,Canyon Padua Chestnut,14-12119-004,,,12119,,IMP0001,SE,213867,,,,,,,,,, ,,,,·±´×
3480,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230206,,Oceanside,14-54305-004,14-54205-004,,54305,54205,IMP0004,SH,,,70,,X,,,,,, ,,,,·±´×
3481,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230201,,Canyon Palace Oak,14-10071-001,,,10071,,IMP0001,SE,78905/12,,,,,,,,,, ,,,,·±´×
3482,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230201,,Canyon Monastery Oak White,14-10235-001,,,10235,,IMP0001,SE,138129/12,,,,,,,,,, ,,,,·±´×
3483,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230119,,Grace Stone,14-54063-101,,,54063,,IMP0003,SRL,#714810,,,,,,,,,, ,,,,·±´×
3484,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230119,,Grace Stone,14-54063-102,,,54063,,IMP0003,SRL,#717476,,,,,,,,,, ,,,,·±´×
3485,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230119,,Grace Stone,14-54063-103,,,54063,,IMP0003,SRL,#781679,117,70,1100,X,NO,,,,, ,,,,·±´×
3486,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230119,,Grace Stone,14-54063-104,,,54063,,IMP0003,SRL,,,,,,,,,,, ,,,,·±´×
3487,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230119,,Batian,14-54104-001,,,54104,,IMP0001,SE,213693/13,,,,,,,,,, ,,,,·±´×
3488,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230119,,Batian,14-54104-002,,,54104,,IMP0001,SE,213697/12,,,,,,,,,, ,,,,·±´×
3489,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230119,,Batian,14-54104-003,,,54104,,IMP0001,SE,213692/12,,,,,,,,,, ,,,,·±´×
3490,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230119,,Batian,14-54104-004,,,54104,,IMP0001,SE,213699/11,,,,,,,,,, ,,,,·±´×
3491,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20230119,,Batian,14-54104-005,,,54104,,IMP0001,SE,215217,,,,,,,,,, ,,,,·±´×
3492,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20221216,,Atlas Zeder,01056-L215534/10,,,01056,,IMP0004,SH,,,,,,,,,,, ,,,,·±´×
3493,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20221216,,Tribeca CN,14-12357-128,14-12057-114,,12357,12057,IMP0004,SH,,,,,,,,,,, ,µ¶ÀÏ 14-12057-114 µ¿ÀÏÄÃ·¯,,,»ùÇÃ
3494,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20221130,,Bamberg Oak,14-10090-107,,,10090,,IMP0004,SH,,,,,,,,,,, ,,,,»ùÇÃ
3495,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20221130,,Zambia Oak,14-10128-102,,,10128,,IMP0004,SH,,,,,,,,,,, ,,,,»ùÇÃ
3496,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20221130,,Gran Sasso Kastanie,14-12325-100,,,12325,12025,IMP0004,SH,,,,,,,,,,, ,,,,»ùÇÃ
3497,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20221130,,Papaw,14-57099-100,,,57099,,IMP0004,SH,,,,,,,,,,, ,,,,»ùÇÃ
3498,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20221130,,Papaw,14-57099-101,,,57099,,IMP0004,SH,,,,,,,,,,, ,,,,»ùÇÃ
3499,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20221130,,Papaw,14-57099-102,,,57099,,IMP0004,SH,,,,,,,,,,, ,,,,»ùÇÃ
3500,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20221130,,Papaw,14-57099-103,,,57099,,IMP0004,SH,,,,,,,,,,, ,,,,»ùÇÃ
3501,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20221121,,Fairfield Walnut,14-20313-004,14-20212-004,,20313,20212,IMP0004,SH,,,,,,,,,,, ,AG 14-20212-004 »ý»êÁö ÀüÈ¯,,,·±´×
3502,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20221107,,Hailar Ash,14-11108-100,,,11108,,IMP0004,SH,,,,,,,,,,, ,,Yes,20251205,»ùÇÃ
3503,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20221107,,Stripe Wood,14-26105-101,,,26105,,IMP0004,SH,,,,,,,,,,, ,,,,»ùÇÃ
3504,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20221107,,Stripe Wood,14-26105-102,,,26105,,IMP0004,SH,,,,,,,,,,, ,,,,»ùÇÃ
3505,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20221107,,Delia O.CN,14-54316-100,,,54316,,IMP0004,SH,,,,,,,,,,, ,4000518-01-000 ±×¶óºñ¾Æ ¹öÀü,,,»ùÇÃ
3506,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20221107,,Morii,26107-L213423,,,26107,,IMP0004,SH,,,,,,,,,,, ,,,,»ùÇÃ
3507,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20221107,,Morii,26107-L213424,,,26107,,IMP0004,SH,,,,,,,,,,, ,,,,»ùÇÃ
3508,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20221107,,Morii,26107-L213425,,,26107,,IMP0004,SH,,,,,,,,,,, ,,,,»ùÇÃ
3509,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20221107,,Corrine,51090-L213426,,,54090,,IMP0004,SH,,,,,,,,,,, ,,,,»ùÇÃ
3510,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20221107,,Corrine,51090-L213427,,,51090,,IMP0004,SH,,,,,,,,,,, ,,,,»ùÇÃ
3511,[1] ¸ð¾çÁö,[11] ÀÏ¹Ý,20221107,,Corrine,51090-L213428,,,21090,,IMP0004,SH,,,,,,,,,,, ,,,,»ùÇÃ
