정산일자,,L PRT,사업장,창고,품목구분,상품군,상품군2,품번,품명,펄,폭/규격,Roll No / Lot No,이전품번,OPEN,location,단위,사용,재고수량,PO 번호,생산지,INV#,,Year
20260119 ,2243,N,본사,본사창고,[7] 상품,[1] 모양지,일반,14-56075-004,Maui,X,1260,D007386851,,N,,m,사용,"3,600",P00004867,SRL,5218393,,
20260119 ,2244,N,본사,본사창고,[7] 상품,[1] 모양지,일반,14-56075-004,Maui,X,1260,D007386854,,N,,m,사용,"3,600",P00004867,SRL,5218393,,
20260119 ,2245,N,본사,본사창고,[7] 상품,[1] 모양지,,14-56075-101,Maui,,1260,231231-09,,Y,[NW1B-4] 석남창고 1층 북쪽 4열,m,사용,20,,SRL,,,
20260119 ,2246,N,본사,본사창고,[7] 상품,[1] 모양지,,14-56075-101,Maui,,1260,D006938980,,Y,[NW1B-4] 석남창고 1층 북쪽 4열,m,사용,"2,125",P00004376,SRL,5212850,,
20260119 ,2247,N,본사,본사창고,[7] 상품,[1] 모양지,,14-56075-101,Maui,,1260,D007948942,,N,[NW1B-4] 석남창고 1층 북쪽 4열,m,사용,"3,900",P00005272,SRL,5220500,,
20260119 ,2248,N,본사,본사창고,[7] 상품,[1] 모양지,,14-56075-101,Maui,,1260,D007948973,,N,[NW1B-4] 석남창고 1층 북쪽 4열,m,사용,"3,900",P00005272,SRL,5220500,,
20260119 ,2249,N,본사,본사창고,[7] 상품,[1] 모양지,,14-56075-101,Maui,,1260,D007948975,,N,[NW1B-4] 석남창고 1층 북쪽 4열,m,사용,"3,950",P00005272,SRL,5220500,,
20260119 ,2250,N,본사,본사창고,[7] 상품,[1] 모양지,,14-56075-101,Maui,,1260,D007949170,,N,[NW1B-4] 석남창고 1층 북쪽 4열,m,사용,"3,900",P00005272,SRL,5220500,,
20260119 ,2251,N,본사,본사창고,[7] 상품,[1] 모양지,,14-56075-101,Maui,,1260,D007947742,,N,,m,사용,"3,850",P00005272,SRL,5221810,,
20260119 ,2252,N,본사,본사창고,[7] 상품,[1] 모양지,,14-56075-101,Maui,,1260,D007947743,,N,,m,사용,"4,050",P00005272,SRL,5221810,,
20260119 ,2253,N,본사,본사창고,[7] 상품,[1] 모양지,,14-56075-101,Maui,,1260,D007947744,,N,,m,사용,"3,450",P00005272,SRL,5221810,,
20260119 ,2254,N,본사,본사창고,[7] 상품,[1] 모양지,,14-56075-101,Maui,,1260,D007949169,,N,,m,사용,"3,900",P00005272,SRL,5221810,,
20260119 ,2255,N,본사,본사창고,[7] 상품,[1] 모양지,,14-56075-101,Maui,,1260,D007949171,,N,,m,사용,"3,900",P00005272,SRL,5221810,,
20260119 ,2256,N,본사,본사창고,[7] 상품,[1] 모양지,일반,14-57018-103,Ticino,X,1260,D008511417,,Y,,m,사용,"2,930",P00005447,SRL,5222471,,
20260119 ,2257,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57063-002,Letra,,1270,1408547,,Y,[재고]   ,m,사용,591,, ,,,
20260119 ,2258,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57063-003,Letra,O,1260,3038240,,Y,[재고]   ,m,사용,935,P00000264,SE,5143151,,
20260119 ,2259,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57063-003,Letra,O,1260,3048261,,N,[재고]   ,m,사용,"3,780",P00000264,SE,5142744,,
20260119 ,2260,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57080-104,Tweed,NO,1260,D002868095,,Y,[재고]   ,m,사용,"2,675",P14100009,SRL,5138233,,
20260119 ,2261,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57080-104,Tweed,NO,1260,3221107,,N,[재고]   ,m,사용,"4,210",P00000620,SE,5147336,,
20260119 ,2262,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57080-104,Tweed,NO,1260,3599305,,N,[재고]   ,m,사용,"4,320",P00001255,SE,5158215,,
20260119 ,2263,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57080-104,Tweed,NO,1260,3599372,,N,[재고]   ,m,사용,"4,380",P00001255,SE,5158215,,
20260119 ,2264,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57080-104,Tweed,NO,1260,3599420,,N,[재고]   ,m,사용,"4,370",P00001255,SE,5158215,,
20260119 ,2265,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57080-105,Tweed,NO,1260,3507212,,Y,[재고]   ,m,사용,"2,202",P00001127,SE,5156271,,
20260119 ,2266,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57080-105,Tweed,NO,1260,3507217,,N,[재고]   ,m,사용,"3,610",P00001127,SE,5156271,,
20260119 ,2267,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57080-106,Tweed,NO,1260,2766729,,Y,[재고]   ,m,사용,"1,590",SJWP-91817,SRL,5135559,,
20260119 ,2268,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57084-100,Hedgehog,NO,1260,3725090,,N,[재고]   ,m,사용,"3,240",P00001442,SH,55019649,,
20260119 ,2269,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57084-100,Hedgehog,NO,1260,3725101,,Y,[재고]   ,m,사용,949,P00001442,SH,55019649,,
20260119 ,2270,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57084-100,Hedgehog,NO,1260,3725171,,N,[재고]   ,m,사용,"3,800",P00001442,SH,55019649,,
20260119 ,2271,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57087-001,Serengeti,NO,1260,3067583,,Y,[재고]   ,m,사용,"1,805",P00000286,SE,5143281,,
20260119 ,2272,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57087-001,Serengeti,NO,1260,3067625,,N,[재고]   ,m,사용,"2,900",P00000286,SE,5143281,,
20260119 ,2273,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57087-001,Serengeti,NO,1260,3067650,,N,[재고]   ,m,사용,"2,970",P00000286,SE,5143281,,
20260119 ,2274,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57087-001,Serengeti,NO,1260,3067663,,N,[재고]   ,m,사용,"3,050",P00000286,SE,5143281,,
20260119 ,2275,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57087-001,Serengeti,NO,1260,D003067529,,N,[재고]   ,m,사용,"3,700",P00000286,SE,5143554,,
20260119 ,2276,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57087-001,Serengeti,NO,1260,D003067547,,N,[재고]   ,m,사용,"3,620",P00000286,SE,5143554,,
20260119 ,2277,N,본사,본사창고,[7] 상품,[1] 모양지,일반,14-57105-001,Cuscino,X,1260,D005584887,,Y,[재고]   ,m,사용,"4,240",P00003615,SE,5202164,,
20260119 ,2278,N,본사,본사창고,[7] 상품,[1] 모양지,일반,14-57105-001,Cuscino,X,1260,D005584735,,N,[재고]   ,m,사용,"3,420",P00003615,SE,5203039,,
20260119 ,2279,N,본사,본사창고,[7] 상품,[1] 모양지,일반,14-57105-001,Cuscino,X,1260,D005584857,,N,[재고]   ,m,사용,"3,840",P00003615,SE,5203039,,
20260119 ,2280,N,본사,본사창고,[7] 상품,[1] 모양지,일반,14-57105-001,Cuscino,X,1260,D005584869,,N,[재고]   ,m,사용,"4,250",P00003615,SE,5203039,,
20260119 ,2281,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57105-112,Cuscino,,1260,D006032520,14-57105-004,Y,[NW1B-4] 석남창고 1층 북쪽 4열,m,사용,"1,247",P00004044,SH,55031314,,
20260119 ,2282,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57105-112,Cuscino,,1260,D008586258,14-57105-004,N,,m,사용,"3,380",P00005563,SH,72010939,,
20260119 ,2283,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57105-115,Cuscino,,1260,D007207953,,N,[NW1B-4] 석남창고 1층 북쪽 4열,m,사용,"3,200",P00004701,SH,72008880,,
20260119 ,2284,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57105-115,Cuscino,,1260,D007208309,,Y,[NW1B-4] 석남창고 1층 북쪽 4열,m,사용,"1,130",P00004701,SH,72008880,,
20260119 ,2285,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57105-115,Cuscino,,1260,D007486155,,N,[NW1B-4] 석남창고 1층 북쪽 4열,m,사용,"3,200",P00004961,SH,72009070,,
20260119 ,2286,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57105-115,Cuscino,,1260,D007486201,,N,[NW1B-4] 석남창고 1층 북쪽 4열,m,사용,"3,830",P00004961,SH,72009070,,
20260119 ,2287,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57105-115,Cuscino,,1260,D007486235,,N,[NW1B-4] 석남창고 1층 북쪽 4열,m,사용,"3,690",P00004961,SH,72009070,,
20260119 ,2288,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57105-116,Cuscino,,1260,D006031952,,Y,[NW1B-4] 석남창고 1층 북쪽 4열,m,사용,"2,631",P00004046,SH,55031314,,
20260119 ,2289,N,본사,본사창고,[7] 상품,[1] 모양지,일반,14-57105-120,Cuscino,X,1260,D006861362,,Y,[재고]   ,m,사용,"2,920",P00004378,SE,5212102,,
20260119 ,2290,N,본사,본사창고,[7] 상품,[1] 모양지,일반,14-57105-120,Cuscino,X,1260,D006861414,,N,,m,사용,"3,500",P00004378,SE,5212132,,
20260119 ,2291,N,본사,본사창고,[7] 상품,[1] 모양지,일반,14-57105-120,Cuscino,X,1260,D006861437,,N,,m,사용,"3,490",P00004378,SE,5212132,,
20260119 ,2292,N,본사,본사창고,[7] 상품,[1] 모양지,일반,14-57121-001,Portobelo,X,1260,D005498056,,Y,[재고]   ,m,사용,"3,752",P00003612,SH,55030114,,
20260119 ,2293,N,본사,본사창고,[7] 상품,[1] 모양지,일반,14-57121-001,Portobelo,X,1260,SJ240614-01,,N,,m,사용,60,,SH,,,
20260119 ,2294,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57121-100,Portobelo,,1260,D007342522,,N,[NW1B-4] 석남창고 1층 북쪽 4열,m,사용,"3,530",P00004848,SH,55033566,,
20260119 ,2295,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57121-100,Portobelo,,1260,D007342620,,Y,[NW1B-4] 석남창고 1층 북쪽 4열,m,사용,56,P00004848,SH,55033566,,
20260119 ,2296,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57121-100,Portobelo,,1260,D007342657,,Y,[NW1B-4] 석남창고 1층 북쪽 4열,m,사용,"1,070",P00004848,SH,55033566,,
20260119 ,2297,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57121-100,Portobelo,,1260,D007342539,,N,,m,사용,"3,230",P00004848,SH,55034117,,
20260119 ,2298,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57121-100,Portobelo,,1260,D007342582,,N,,m,사용,"3,330",P00004848,SH,55034117,,
20260119 ,2299,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57121-100,Portobelo,,1260,D007342603,,N,,m,사용,"3,350",P00004848,SH,55034117,,
20260119 ,2300,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57121-100,Portobelo,,1260,D007342636,,N,,m,사용,"4,100",P00004848,SH,55034117,,
20260119 ,2301,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57121-100,Portobelo,,1260,D007342676,,N,,m,사용,"3,480",P00004848,SH,55034117,,
20260119 ,2302,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57121-100,Portobelo,,1260,D007342713,,N,,m,사용,"3,880",P00004848,SH,55034117,,
20260119 ,2303,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57121-100,Portobelo,,1260,D007342741,,N,,m,사용,"4,000",P00004848,SH,55034117,,
20260119 ,2304,N,본사,본사창고,[7] 상품,[1] 모양지,일반,14-57142-101,Paris,,1260,D006023472,,Y,[재고]   ,m,사용,"3,350",P00004047,SH,55031314,,
20260119 ,2305,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57142-105,Paris,,1260,D006023826,,Y,[재고]   ,m,사용,"3,191",P00004041,SH,55031314,,
20260119 ,2306,N,본사,본사창고,[7] 상품,[1] 모양지,일반,14-57142-122,Paris,,1260,D007207314,14-57142-119,N,[NW1B-3] 석남창고 1층 북쪽 3열,m,사용,"3,890",P00004660,SH,72008025,,
20260119 ,2307,N,본사,본사창고,[7] 상품,[1] 모양지,일반,14-57142-122,Paris,,1260,D007207497,14-57142-119,Y,[NW1B-3] 석남창고 1층 북쪽 3열,m,사용,"2,660",P00004660,SH,72008025,,
20260119 ,2308,N,본사,본사창고,[7] 상품,[1] 모양지,일반,14-57142-122,Paris,,1260,D007207596,14-57142-119,N,[NW1B-3] 석남창고 1층 북쪽 3열,m,사용,"3,900",P00004660,SH,72008025,,
20260119 ,2309,N,본사,본사창고,[7] 상품,[1] 모양지,일반,14-57142-123,Paris,,1260,D006023157,,Y,[재고]   ,m,사용,"2,807",P00004049,SH,55031314,,
20260119 ,2310,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57161-005,Cascade,X,1260,D006380054,,N,[NW1B-3] 석남창고 1층 북쪽 3열,m,사용,"3,300",P00004167,SE,5209554,,
20260119 ,2311,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57161-005,Cascade,X,1260,D006380295,,Y,[NW1B-3] 석남창고 1층 북쪽 3열,m,사용,"2,660",P00004167,SE,5210567,,
20260119 ,2312,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57161-005,Cascade,X,1260,D006380296,,Y,[NW1B-3] 석남창고 1층 북쪽 3열,m,사용,"2,620",P00004167,SE,5210567,,
20260119 ,2313,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57161-005,Cascade,X,1260,D006380298,,N,[NW1B-3] 석남창고 1층 북쪽 3열,m,사용,"2,710",P00004167,SE,5210567,,
20260119 ,2314,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57170-100,Casablanca,,1260,D006024271,,Y,[재고]   ,m,사용,"3,120",P00004042,SH,55031314,,
20260119 ,2315,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57170-105,Casablanca,,1260,D005902350,,Y,[NW1B-5] 석남창고 1층 북쪽 5열,m,사용,"1,575",P00003951,SH,55031156,,
20260119 ,2316,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57170-105,Casablanca,,1260,D005902377,,N,[NW1B-5] 석남창고 1층 북쪽 5열,m,사용,"3,400",P00003951,SH,55031156,,
20260119 ,2317,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57170-106,Casablanca,,1260,D005895875,,N,[재고]   ,m,사용,"2,800",P00003952,SH,55031156,,
20260119 ,2318,N,본사,본사창고,[7] 상품,[1] 모양지,일반,14-57171-100,Aurora,,1260,D006086463,,Y,[NW1B-5] 석남창고 1층 북쪽 5열,m,사용,"1,850",P00004089,SH,72005901,,
20260119 ,2319,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57171-101,Aurora,,1260,D005977929,,N,[재고]   ,m,사용,"3,100",P00003950,SH,72005134,,
20260119 ,2320,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57171-101,Aurora,,1260,D005977931,,Y,[재고]   ,m,사용,"2,827",P00003950,SH,72005134,,
20260119 ,2321,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57171-102,Aurora,,1260,D006029334,,Y,[NW1B-5] 석남창고 1층 북쪽 5열,m,사용,"2,228",P00004057,SH,72005342,,
20260119 ,2322,N,본사,본사창고,[7] 상품,[1] 모양지,일반,14-57188-104,Stockton,,2070,D007519285,,N,,m,사용,"2,220",P00005014,SH,55033993,,
20260119 ,2323,N,본사,본사창고,[7] 상품,[1] 모양지,,14-57341-100,Polo,,1260,D006041211,,Y,[NW1B-3] 석남창고 1층 북쪽 3열,m,사용,"3,245",P00004050,SH,72005342,,
20260119 ,2324,N,본사,본사창고,[7] 상품,[1] 모양지,일반,14-57341-106,Polo,,1260,D006041979,,Y,[NW1C-3] 석남창고 1층 동쪽 3열,m,사용,"1,828",P00004051,SH,72005342,,
20260119 ,2325,N,본사,본사창고,[7] 상품,[1] 모양지,일반,14-57341-106,Polo,,1260,D007357202,,Y,[NW1C-3] 석남창고 1층 동쪽 3열,m,사용,"1,936",P00004878,SH,72008676,,
20260119 ,2326,N,본사,본사창고,[7] 상품,[1] 모양지,일반,14-57348-002,Kalamos,,1260,D005615869,,N,[NW1B-4] 석남창고 1층 북쪽 4열,m,사용,"2,830",P00003742,QZ,72003869,,
20260119 ,2327,N,본사,본사창고,[7] 상품,[1] 모양지,일반,14-57348-002,Kalamos,,1260,D005615879,,Y,[NW1B-4] 석남창고 1층 북쪽 4열,m,사용,"2,510",P00003742,QZ,72003869,,
20260119 ,2328,N,본사,본사창고,[7] 상품,[1] 모양지,일반,14-57348-003,Kalamos,,1260,D005615983,,N,[NW1B-4] 석남창고 1층 북쪽 4열,m,사용,"2,650",P00003743,QZ,72003869,,
20260119 ,2329,N,본사,본사창고,[7] 상품,[1] 모양지,일반,14-57348-003,Kalamos,,1260,D005616007,,Y,[NW1B-4] 석남창고 1층 북쪽 4열,m,사용,"2,505",P00003743,QZ,72003869,,
20260119 ,2330,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-008,Smoky Grey,NO,1260,D006343860,,Y,[재고]   ,m,사용,"3,050",P00004101,SH,72006171,,
20260119 ,2331,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-008,Smoky Grey,NO,1260,D006345107,,Y,[재고]   ,m,사용,"1,180",P00004101,SH,72007277,,
20260119 ,2332,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-008,Smoky Grey,NO,1260,D006345233,,Y,[재고]   ,m,사용,592,P00004101,SH,72007277,,
20260119 ,2333,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-008,Smoky Grey,NO,1260,D006344642,,N,,m,사용,"3,200",P00004101,SH,72007602,,
20260119 ,2334,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-008,Smoky Grey,NO,1260,D006344761,,N,,m,사용,"3,290",P00004101,SH,72007602,,
20260119 ,2335,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-008,Smoky Grey,NO,1260,D006344987,,N,,m,사용,"3,050",P00004101,SH,72007602,,
20260119 ,2336,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-008,Smoky Grey,NO,1260,D006344306,,N,,m,사용,"3,170",P00004101,SH,72007766,,
20260119 ,2337,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-008,Smoky Grey,NO,1260,D006344425,,N,,m,사용,"3,200",P00004101,SH,72007766,,
20260119 ,2338,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-008,Smoky Grey,NO,1260,D006343622,,N,,m,사용,"4,500",P00004101,SH,72007814,,
20260119 ,2339,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-008,Smoky Grey,NO,1260,D006343962,,N,,m,사용,"3,110",P00004101,SH,72007814,,
20260119 ,2340,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-008,Smoky Grey,NO,1260,D006344087,,N,,m,사용,"3,350",P00004101,SH,72007814,,
20260119 ,2341,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-008,Smoky Grey,NO,1260,D006344219,,N,,m,사용,"3,330",P00004101,SH,72007814,,
20260119 ,2342,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-009,Dark Cherry,X,1260,D006867385,,Y,[3F] 석남창고 3층 재고,m,사용,"1,111",P00004389,SH,55032634,,
20260119 ,2343,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-009,Dark Cherry,X,1260,D006867061,,N,[3F] 석남창고 3층 재고,m,사용,"3,460",P00004389,SH,55032808,,
20260119 ,2344,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-009,Dark Cherry,X,1260,D007113214,,N,[3F] 석남창고 3층 재고,m,사용,"3,440",P00004609,SH,55032957,,
20260119 ,2345,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-009,Dark Cherry,X,1260,D007113252,,N,[3F] 석남창고 3층 재고,m,사용,"3,560",P00004609,SH,55032957,,
20260119 ,2346,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-009,Dark Cherry,X,1260,D007113383,,N,,m,사용,"4,300",P00004609,SH,55035227,,
20260119 ,2347,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-011,True Blue,,1260,D005075289,,Y,[재고]   ,m,사용,"1,509",P00003169,SH,72001865,,
20260119 ,2348,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-013,Warm Grey,,1260,D006858793,,Y,[재고]   ,m,사용,555,P00004377,SH,72007055,,
20260119 ,2349,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-013,Warm Grey,,1260,D007340544,,N,,m,사용,"3,790",P00004843,SH,72008484,,
20260119 ,2350,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-013,Warm Grey,,1260,D007340553,,N,,m,사용,"3,800",P00004843,SH,72008484,,
20260119 ,2351,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-013,Warm Grey,,1260,D007340567,,N,,m,사용,"3,850",P00004843,SH,72008484,,
20260119 ,2352,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-013,Warm Grey,,1260,D007340578,,N,,m,사용,"3,880",P00004843,SH,72008484,,
20260119 ,2353,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-013,Warm Grey,,1260,D007340588,,Y,,m,사용,"2,831",P00004843,SH,72008484,,
20260119 ,2354,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-013,Warm Grey,,1260,D007340604,,N,,m,사용,"3,180",P00004843,SH,72008484,,
20260119 ,2355,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-013,Warm Grey,,1260,D007340617,,N,,m,사용,"3,320",P00004843,SH,72008484,,
20260119 ,2356,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-013,Warm Grey,,1260,D007340666,,N,,m,사용,"3,370",P00004843,SH,72008484,,
20260119 ,2357,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-013,Warm Grey,,1260,SJ251120-09,,N,,m,사용,110,,SH,,,
20260119 ,2358,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-020,Ice,X,1260,D005218193,,N,[재고]   ,m,사용,"3,770",P00003334,SH,72002386,,
20260119 ,2359,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-020,Ice,X,1260,D005218093,,Y,[재고]   ,m,사용,"3,070",P00003334,SH,72002604,,
20260119 ,2360,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-020,Ice,X,1260,D005218121,,N,[재고]   ,m,사용,"3,610",P00003334,SH,72002604,,
20260119 ,2361,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-021,Tabasco,,1260,D008586130,,N,,m,사용,"4,130",P00005557,SH,72010821,,
20260119 ,2362,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-021,Tabasco,,1260,D008586257,,Y,,m,사용,"3,235",P00005557,SH,72010821,,
20260119 ,2363,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-021,Tabasco,,1260,D008586379,,N,,m,사용,"3,970",P00005557,SH,72010821,,
20260119 ,2364,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-022,Petrol Blue,X,1260,D005200900,,N,[재고]   ,m,사용,"4,000",P00003332,SH,72002704,,
20260119 ,2365,N,본사,본사창고,[7] 상품,[1] 모양지,일반,14-60000-023,Lavender,,1260,D005074667,,Y,[재고]   ,m,사용,"2,912",P00003166,SH,72001865,,
20260119 ,2366,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-033,Dim Light,X,1260,4766091,,Y,[재고]   ,m,사용,68,P00002840,SH,72000877,,
20260119 ,2367,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-033,Dim Light,X,1260,4766111,,Y,[재고]   ,m,사용,"3,540",P00002840,SH,72000877,,
20260119 ,2368,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-034,Charcoal,,1260,D006401613,,Y,[재고]   ,m,사용,"3,350",P00004178,SH,72006067,,
20260119 ,2369,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-038,Jade,,1260,D005744180,,N,[재고]   ,m,사용,"3,820",P00003843,SH,72004510,,
20260119 ,2370,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-038,Jade,,1260,D005745297,,Y,[재고]   ,m,사용,975,P00003843,SH,72004510,,
20260119 ,2371,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-039,Forest,,1260,D007257470,,Y,,m,사용,"1,935",P00004746,QZ,72008189,,
20260119 ,2372,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-039,Forest,,1260,D007536056,,N,,m,사용,"3,500",P00004957,SH,72009142,,
20260119 ,2373,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-039,Forest,,1260,D007536171,,N,,m,사용,"4,920",P00004957,SH,72009142,,
20260119 ,2374,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-039,Forest,,1260,D007536330,,N,,m,사용,"3,150",P00004957,SH,72009142,,
20260119 ,2375,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-042,Clay,,1260,D005075267,,Y,[재고]   ,m,사용,"2,600",P00003161,SH,72001865,,
20260119 ,2376,N,본사,본사창고,[7] 상품,[1] 모양지,,14-60000-148,Mint,NO,1260,D005199894,14-60000-024,N,[재고]   ,m,사용,"3,750",P00003335,SH,72002231,,
20260119 ,2377,N,본사,본사창고,[7] 상품,[1] 모양지,,14-60000-148,Mint,NO,1260,D005199855,14-60000-024,Y,[재고]   ,m,사용,"1,483",P00003335,SH,72002919,,
20260119 ,2378,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-149,Pistachio,NO,1260,D005539508,14-60000-029,Y,[재고]   ,m,사용,"2,329",P00003669,SH,55029861,,
20260119 ,2379,N,본사,본사창고,[7] 상품,[1] 모양지,UNI,14-60000-149,Pistachio,NO,1260,D005539579,14-60000-029,N,[재고]   ,m,사용,"3,150",P00003669,SH,55029861,,
20260119 ,2380,N,본사,본사창고,[7] 상품,[1] 모양지,,14-60000-150,Jeans,NO,1260,D005219816,,N,[재고]   ,m,사용,"3,800",P00003333,SH,72002386,,
20260119 ,2381,N,본사,본사창고,[7] 상품,[1] 모양지,,14-60000-150,Jeans,NO,1260,D005219812,,Y,[재고]   ,m,사용,"3,514",P00003333,SH,72003610,,
20260119 ,2382,N,본사,본사창고,[7] 상품,[1] 모양지,,14-60000-150,Jeans,NO,1260,D005219857,,N,[재고]   ,m,사용,"3,900",P00003333,SH,72003802,,
20260119 ,2383,N,본사,본사창고,[7] 상품,[1] 모양지,,14-60000-178,Unique colors / Fond,NO,1260,D005752094,,Y,[재고]   ,m,사용,"1,400",P00003883,SH,72004510,,
20260119 ,2384,N,본사,본사창고,[7] 상품,[1] 모양지,,14-60000-178,Unique colors / Fond,NO,1260,D005752110,,N,[재고]   ,m,사용,"2,860",P00003883,SH,72004510,,
20260119 ,2385,N,본사,본사창고,[7] 상품,[1] 모양지,,14-60000-178,Unique colors / Fond,NO,1260,D005752122,,Y,[재고]   ,m,사용,"2,234",P00003883,SH,72004510,,
20260119 ,2386,N,본사,본사창고,[7] 상품,[1] 모양지,,14-60000-178,Unique colors / Fond,NO,1260,D005752141,,N,[재고]   ,m,사용,"2,900",P00003883,SH,72004510,,
20260119 ,2387,N,본사,본사창고,[7] 상품,[1] 모양지,,14-60000-178,Unique colors / Fond,NO,1260,D007723599,,Y,,m,사용,"2,415",P00005161,SH,72009387,,
