파일명,파일ID,카카오톡_전송용_URL,추출된_품번
14-26095-002.jpg,1xU4LdP6_hjpgjfWKQDFlwdIeo611C3oS,https://drive.google.com/uc?export=view&id=1xU4LdP6_hjpgjfWKQDFlwdIeo611C3oS,14-26095-002
14-26095-001.jpg,1d-zbGa1sKFdpXFcnrsZjhmkFlJBlqSSw,https://drive.google.com/uc?export=view&id=1d-zbGa1sKFdpXFcnrsZjhmkFlJBlqSSw,14-26095-001
14-26092-004.jpg,1uo86CFCdOfixN-XCfMSUTSRAhflVgVJV,https://drive.google.com/uc?export=view&id=1uo86CFCdOfixN-XCfMSUTSRAhflVgVJV,14-26092-004
14-26092-003.jpg,1kUChJ7px-CaHtz9gIGUfpL6MCHGEyfKj,https://drive.google.com/uc?export=view&id=1kUChJ7px-CaHtz9gIGUfpL6MCHGEyfKj,14-26092-003
14-26092-002.jpg,1qY2T5V4FdaWZiWZGccPZ8GltYBtXdbr9,https://drive.google.com/uc?export=view&id=1qY2T5V4FdaWZiWZGccPZ8GltYBtXdbr9,14-26092-002
14-26092-001.jpg,1IW6qPgta3JilF1j4Tiuo2sBcKZ_V9eJl,https://drive.google.com/uc?export=view&id=1IW6qPgta3JilF1j4Tiuo2sBcKZ_V9eJl,14-26092-001
14-26087-004.jpg,1L1l9Sxg3FCnX_pVy7VJ1UpXv9zu3Og4P,https://drive.google.com/uc?export=view&id=1L1l9Sxg3FCnX_pVy7VJ1UpXv9zu3Og4P,14-26087-004
14-26087-003.jpg,1OtJAjVWGkTdcKPKHTuE6nrKcnjQv-aNl,https://drive.google.com/uc?export=view&id=1OtJAjVWGkTdcKPKHTuE6nrKcnjQv-aNl,14-26087-003
14-26087-002.jpg,19RfIQaHopUeCrFI541UfRKYzDgnnHB6s,https://drive.google.com/uc?export=view&id=19RfIQaHopUeCrFI541UfRKYzDgnnHB6s,14-26087-002
14-26087-001.jpg,1aFIGzkaD0O_2z8-9DfAFDYZNylqIorHa,https://drive.google.com/uc?export=view&id=1aFIGzkaD0O_2z8-9DfAFDYZNylqIorHa,14-26087-001
14-26085-004.jpg,1J137HVEEUxhLioBcVm3DKZ4ZSUz41Gbk,https://drive.google.com/uc?export=view&id=1J137HVEEUxhLioBcVm3DKZ4ZSUz41Gbk,14-26085-004
14-26085-003.jpg,1eO2FduYDARdV7_FxIDI-XEcRjk-0PnT4,https://drive.google.com/uc?export=view&id=1eO2FduYDARdV7_FxIDI-XEcRjk-0PnT4,14-26085-003
14-26085-002.jpg,11KfZwZ38m3j0PuEo8j8zcuOIBb7EaHAF,https://drive.google.com/uc?export=view&id=11KfZwZ38m3j0PuEo8j8zcuOIBb7EaHAF,14-26085-002
14-26085-001.jpg,1dD3rdxt5sB2sjLLvXzGynD6dt4iyNo8e,https://drive.google.com/uc?export=view&id=1dD3rdxt5sB2sjLLvXzGynD6dt4iyNo8e,14-26085-001
14-26084-004.jpg,1fLlvjzMw72I4zTxg7GIMrys3j0_F0jjb,https://drive.google.com/uc?export=view&id=1fLlvjzMw72I4zTxg7GIMrys3j0_F0jjb,14-26084-004
14-26084-003.jpg,1D9i71Ru04_0PDI-OThSZ6ti11p4hQzhN,https://drive.google.com/uc?export=view&id=1D9i71Ru04_0PDI-OThSZ6ti11p4hQzhN,14-26084-003
